ID	Extension	Complexity	Real_Fake	Sentiment1	Sentiment2	Political	Width	Height	Channels	Mime	ImageFileSize	TextSizeChar	TextSizeBytes	TextUppercase	TextLowercase
00300030	jpg	Combination	Real	Negative	Sadness	No	720	1018	3	image/jpeg	65859	36	37	No	No
00300031	jpg	Simple	Real	Positive	Surprise	No	853	960	3	image/jpeg	97011	116	128	No	No
00300032	jpg	Combination	Fake	Neutral	Joy	Yes	767	767	3	image/jpeg	44271	37	37	No	No
00300033	jpg	Combination	Fake	Neutral	Surprise	Yes	403	275	3	image/jpeg	16722	38	38	No	No
00300034	jpg	Combination	Fake	Neutral	Fear	No	800	532	3	image/jpeg	57306	55	55	No	No
00300035	png	Combination	Fake	Negative	Sadness	No	549	360	3	image/png	102035	106	106	No	No
00300036	jpg	Simple	Real	Positive	Joy	No	620	607	3	image/jpeg	44665	39	39	No	No
00300037	jpg	Simple	Fake	Neutral	Surprise	No	668	720	3	image/jpeg	114191	79	86	Yes	No
00300038	jpg	Simple	Real	Positive	Joy	No	500	333	3	image/jpeg	25413	21	23	No	No
00300039	jpg	Simple	Fake	Negative	Sadness	No	480	353	3	image/jpeg	16339	13	14	No	No
00300040	jpg	Combination	Real	Positive	Surprise	No	259	461	3	image/jpeg	26050	42	42	No	No
00300041	jpg	Combination	Fake	Negative	Anger	No	752	960	3	image/jpeg	82146	118	118	No	No
00300042	jpg	Simple	Real	Neutral	Surprise	Yes	960	540	3	image/jpeg	127574	50	54	Yes	No
00300043	jpg	Simple	Real	Neutral	Surprise	Yes	1012	925	3	image/jpeg	118768	48	50	Yes	No
00300044	jpg	Simple	Fake	Neutral	Sadness	Yes	960	839	3	image/jpeg	37194	30	34	No	No
00300045	jpg	Simple	Real	Negative	Sadness	Yes	1080	1350	3	image/jpeg	110281	58	62	No	No
00300046	jpg	Simple	Real	Negative	Surprise	Yes	1080	1080	3	image/jpeg	224401	64	69	No	No
00300047	jpg	Simple	Real	Negative	Surprise	Yes	1080	1080	3	image/jpeg	253330	66	69	No	No
00300048	jpg	Simple	Real	Negative	Surprise	Yes	1080	1080	3	image/jpeg	165028	64	67	No	No
00300049	jpg	Simple	Real	Negative	Surprise	Yes	1080	1080	3	image/jpeg	273520	65	70	No	No
00300050	jpg	Combination	Real	Negative	Surprise	Yes	574	751	3	image/jpeg	116313	17	17	Yes	No
00300051	jpg	Simple	Real	Positive	Joy	Yes	720	466	3	image/jpeg	41974	96	106	No	No
00300052	jpg	Simple	DeepFake	Negative	Anger	Yes	1026	1418	3	image/jpeg	173425	86	91	No	No
00300053	jpg	Combination	Fake	Negative	Surprise	Yes	1024	789	3	image/jpeg	45601	93	97	No	No
00300054	jpg	Simple	Real	Negative	Sadness	No	748	500	3	image/jpeg	67631	88	98	Yes	No
00300055	jpg	Combination	Fake	Negative	Surprise	Yes	744	500	3	image/jpeg	46543	93	101	Yes	No
00300056	jpg	Simple	Real	Negative	Sadness	Yes	1440	898	3	image/jpeg	140726	40	42	Yes	No
00300057	jpg	Simple	Fake	Neutral	Love	Yes	710	668	3	image/jpeg	41506	45	46	No	No
00300058	jpg	Combination	Fake	Negative	Joy	Yes	761	1024	3	image/jpeg	59051	63	67	Yes	No
00300059	jpg	Simple	Real	Negative	Anger	Yes	681	960	3	image/jpeg	63852	40	40	No	No
00300060	jpg	Simple	Real	Neutral	Anger	Yes	814	570	3	image/jpeg	70301	78	82	Yes	No
00300061	jpg	Simple	Fake	Negative	Fear	Yes	824	669	3	image/jpeg	67217	29	32	Yes	No
00300062	jpg	Simple	Fake	Neutral	Sadness	Yes	750	750	3	image/jpeg	34586	65	75	Yes	No
00300063	jpg	Simple	Real	Positive	Sadness	Yes	842	864	3	image/jpeg	62376	25	25	Yes	No
00300064	jpg	Simple	Real	Neutral	Sadness	Yes	942	960	3	image/jpeg	162050	55	56	No	No
00300065	jpg	Combination	Fake	Negative	Joy	Yes	500	618	3	image/jpeg	33947	32	34	No	No
00300066	jpg	Simple	Fake	Neutral	Sadness	Yes	700	770	3	image/jpeg	57922	37	37	No	No
00300067	jpg	Simple	Fake	Neutral	Joy	Yes	960	619	3	image/jpeg	44716	11	11	No	No
00300068	jpg	Simple	Fake	Positive	Joy	Yes	720	588	3	image/jpeg	64726	127	136	No	No
00300069	jpg	Simple	Fake	Negative	Sadness	Yes	785	810	3	image/jpeg	57313	60	65	No	No
00300070	jpg	Simple	Fake	Negative	Sadness	Yes	540	557	3	image/jpeg	33358	19	20	Yes	No
00300071	jpg	Simple	Real	Neutral	Surprise	Yes	678	612	3	image/jpeg	37156	15	16	No	No
00300072	jpg	Simple	Fake	Neutral	Sadness	Yes	960	960	3	image/jpeg	75091	16	16	No	No
00300073	jpg	Simple	Real	Positive	Joy	Yes	680	510	3	image/jpeg	57630	63	66	No	No
00300074	jpg	Simple	Real	Positive	Joy	Yes	1080	720	3	image/jpeg	43675	12	12	No	No
00300075	jpg	Simple	Fake	Positive	Surprise	Yes	573	574	3	image/jpeg	26100	30	33	Yes	No
00300076	jpg	Simple	Real	Neutral	Surprise	Yes	480	360	3	image/jpeg	60957	35	37	Yes	No
00300077	jpg	Simple	Real	Negative	Fear	Yes	720	611	3	image/jpeg	36009	78	88	No	No
00300078	jpg	Combination	Real	Negative	Surprise	Yes	870	960	3	image/jpeg	74001	76	80	No	No
00300079	jpg	Simple	Real	Negative	Sadness	Yes	1024	666	3	image/jpeg	81305	93	93	Yes	No
00300080	jpg	Combination	Real	Neutral	Fear	Yes	1080	1080	3	image/jpeg	131368	34	34	Yes	No
00300081	jpg	Combination	Real	Positive	Joy	Yes	1080	1272	3	image/jpeg	164718	34	34	No	No
00300082	jpg	Combination	DeepFake	Neutral	Joy	Yes	524	483	3	image/jpeg	25499	9	9	Yes	Yes
00300083	jpg	Simple	Real	Negative	Sadness	Yes	752	785	3	image/jpeg	66174	79	79	No	No
00300084	jpg	Simple	Real	Negative	Sadness	Yes	800	500	3	image/jpeg	28849	25	25	No	No
00300085	jpg	Simple	Fake	Negative	Anger	Yes	664	374	3	image/jpeg	21983	50	50	No	No
00300086	jpg	Simple	Real	Positive	Joy	Yes	913	913	3	image/jpeg	54210	74	74	No	No
00300087	jpg	Combination	Fake	Positive	Joy	Yes	610	642	3	image/jpeg	49417	72	73	No	No
00300088	jpg	Simple	Real	Negative	Surprise	No	511	669	3	image/jpeg	23600	23	23	Yes	No
00300089	jpg	Simple	Fake	Positive	Joy	No	959	915	3	image/jpeg	289378	52	53	No	No
00300090	jpg	Simple	Fake	Negative	Sadness	Yes	352	352	3	image/jpeg	27068	55	59	No	No
00300091	jpg	Simple	Fake	Neutral	Surprise	Yes	900	866	3	image/jpeg	139289	87	93	No	No
00300092	jpg	Simple	Fake	Positive	Joy	Yes	900	1000	3	image/jpeg	115289	82	84	No	No
00300093	jpg	Simple	Fake	Positive	Joy	Yes	900	1000	3	image/jpeg	120239	89	91	No	No
00300094	jpg	Simple	Fake	Positive	Joy	Yes	548	643	3	image/jpeg	97875	37	38	No	No
00300095	jpg	Simple	Real	Positive	Surprise	Yes	720	739	3	image/jpeg	43533	69	73	Yes	No
00300096	jpg	Simple	Real	Neutral	Surprise	Yes	563	391	3	image/jpeg	30974	90	97	No	No
00300097	jpg	Combination	Real	Negative	Anger	Yes	564	843	3	image/jpeg	74726	187	197	No	No
00300098	jpg	Simple	Real	Neutral	Joy	Yes	409	640	3	image/jpeg	46423	75	75	No	No
00300099	jpg	Combination	Real	Positive	Joy	Yes	564	929	3	image/jpeg	57184	64	69	Yes	No
00300100	jpg	Simple	Fake	Neutral	Surprise	Yes	441	440	3	image/jpeg	39305	43	44	No	No
00300101	jpg	Combination	Real	Negative	Sadness	Yes	564	841	3	image/jpeg	84248	43	43	Yes	No
00300102	jpg	Simple	Real	Neutral	Surprise	Yes	552	782	3	image/jpeg	30690	83	83	No	No
00300103	jpg	Simple	Real	Positive	Joy	Yes	564	705	3	image/jpeg	46971	96	96	No	No
00400001	jpg	Simple	Real	Positive	Joy	No	800	420	3	image/jpeg	79741	40	40	No	No
00400002	jpg	Simple	Fake	Positive	Surprise	Yes	700	450	3	image/jpeg	62636	47	47	No	No
00400003	jpg	Simple	DeepFake	Neutral	Surprise	Yes	600	670	3	image/jpeg	109949	12	12	Yes	No
00400004	jpg	Simple	Real	Negative	Sadness	No	436	445	3	image/jpeg	26203	25	25	No	Yes
00400005	jpg	Simple	Real	Neutral	Joy	Yes	780	440	3	image/jpeg	72430	11	11	No	No
00400006	jpg	Simple	Fake	Negative	Anger	Yes	567	504	3	image/jpeg	47183	55	55	No	No
00400007	jpg	Simple	Fake	Neutral	Love	Yes	580	674	3	image/jpeg	57340	24	24	No	No
00400008	jpg	Simple	Real	Positive	Joy	No	518	487	3	image/jpeg	36370	55	55	No	No
00400009	jpg	Simple	Real	Positive	Surprise	No	643	524	3	image/jpeg	46697	27	27	No	No
00400010	jpg	Combination	Real	Neutral	Surprise	No	600	809	3	image/jpeg	53425	24	24	No	No
00400011	jpg	Simple	Real	Positive	Joy	Yes	800	450	3	image/jpeg	41308	20	20	No	No
00400012	jpg	Simple	Real	Positive	Joy	No	728	410	3	image/jpeg	131910	28	28	No	No
00400013	jpeg	Simple	Real	Neutral	Sadness	Yes	1703	1285	3	image/jpeg	204436	18	18	No	No
00400014	jpg	Combination	Fake	Neutral	Fear	Yes	723	714	3	image/jpeg	125961	24	24	No	No
00400015	jpeg	Simple	Fake	Neutral	Surprise	No	512	276	3	image/jpeg	34037	22	22	No	No
00400016	jpg	Simple	Fake	Negative	Anger	Yes	616	444	3	image/jpeg	22551	6	6	Yes	No
00400017	jpg	Simple	Real	Positive	Joy	No	920	396	3	image/jpeg	28883	24	24	No	No
00400018	jpg	Simple	Real	Negative	Anger	No	701	599	3	image/jpeg	42554	32	32	No	No
00400019	jpg	Simple	Real	Negative	Anger	No	274	194	3	image/jpeg	18509	30	30	Yes	No
00400020	jpg	Simple	Fake	Negative	Surprise	No	276	195	3	image/jpeg	8132	15	15	No	No
00400021	jpg	Simple	Real	Positive	Joy	No	513	491	3	image/jpeg	53963	30	30	No	No
00400022	jpg	Combination	Real	Neutral	Surprise	No	519	730	3	image/jpeg	58186	42	42	No	No
00400023	jpg	Simple	Real	Positive	Joy	No	513	654	3	image/jpeg	69177	6	6	Yes	No
00400024	jpg	Simple	Fake	Negative	Anger	Yes	600	524	3	image/jpeg	24483	25	25	No	No
00400025	jpg	Simple	Fake	Neutral	Surprise	Yes	646	363	3	image/jpeg	33111	45	45	No	No
00400026	jpg	Simple	Fake	Negative	Joy	Yes	542	686	3	image/jpeg	55906	55	55	No	No
00400027	jpg	Simple	Fake	Negative	Sadness	Yes	643	513	3	image/jpeg	58009	15	15	No	No
00400028	jpg	Simple	Real	Negative	Anger	Yes	743	894	3	image/jpeg	60391	19	19	Yes	No
00400029	jpg	Simple	Real	Positive	Joy	Yes	847	564	3	image/jpeg	64672	28	28	No	Yes
00400030	jpg	Simple	Fake	Negative	Sadness	No	800	1016	3	image/jpeg	198357	47	47	Yes	No
00400031	jpg	Combination	Fake	Negative	Sadness	No	800	523	3	image/jpeg	52233	43	43	Yes	No
00400032	jpg	Combination	Real	Negative	Sadness	No	800	1120	3	image/jpeg	168528	64	64	Yes	No
00400033	jpg	Simple	Real	Negative	Anger	No	800	797	3	image/jpeg	135569	68	68	Yes	No
00400034	jpg	Simple	Fake	Negative	Surprise	Yes	800	1071	3	image/jpeg	208820	16	16	Yes	No
00400035	jpg	Simple	Real	Negative	Sadness	No	800	690	3	image/jpeg	153464	39	39	Yes	No
00400036	jpg	Simple	Real	Negative	Sadness	No	800	532	3	image/jpeg	83050	29	29	No	No
00400037	jpg	Simple	DeepFake	Neutral	Surprise	No	800	644	3	image/jpeg	86527	43	43	Yes	No
00400038	jpg	Simple	Fake	Negative	Sadness	No	800	488	3	image/jpeg	87038	76	76	No	No
00400039	jpg	Simple	Real	Neutral	Joy	No	800	635	3	image/jpeg	79171	60	60	No	No
00400040	jpg	Simple	Real	Negative	Sadness	No	800	475	3	image/jpeg	65984	32	32	Yes	No
00400041	jpg	Simple	Fake	Positive	Joy	Yes	848	847	3	image/jpeg	127081	31	31	No	No
00400042	jpg	Simple	Real	Positive	Joy	Yes	310	205	3	image/jpeg	22293	34	34	Yes	No
00400043	jpg	Simple	DeepFake	Neutral	Sadness	Yes	499	400	3	image/jpeg	47187	128	128	No	No
00400044	jpg	Simple	Real	Positive	Joy	Yes	310	227	3	image/jpeg	17342	32	32	Yes	No
00400045	jpg	Simple	Real	Positive	Joy	Yes	310	206	3	image/jpeg	18222	28	28	Yes	No
00400046	jpg	Simple	Real	Positive	Joy	Yes	379	383	3	image/jpeg	25148	110	110	No	No
00400047	jpg	Simple	Real	Positive	Joy	Yes	381	384	3	image/jpeg	24300	123	123	No	No
00400048	jpg	Simple	Real	Positive	Joy	Yes	380	362	3	image/jpeg	24642	74	74	No	No
00400049	jpg	Simple	Real	Negative	Sadness	Yes	378	386	3	image/jpeg	23607	119	119	No	No
00400050	jpg	Simple	Real	Positive	Joy	Yes	384	384	3	image/jpeg	23178	121	121	No	No
00400051	jpg	Simple	Real	Negative	Anger	Yes	381	362	3	image/jpeg	29788	92	92	No	No
00400052	jpg	Simple	Real	Negative	Anger	Yes	382	381	3	image/jpeg	25877	93	93	No	No
00400053	jpg	Simple	Real	Neutral	Joy	Yes	682	493	3	image/jpeg	39391	45	45	Yes	No
00400054	jpg	Simple	Real	Negative	Anger	Yes	714	509	3	image/jpeg	41284	18	18	No	No
00400055	jpg	Simple	Real	Positive	Joy	Yes	323	293	3	image/jpeg	19448	6	6	Yes	No
00400056	jpg	Simple	Real	Neutral	Surprise	Yes	687	629	3	image/jpeg	66370	28	28	No	No
00400057	jpg	Simple	Real	Neutral	Surprise	Yes	728	610	3	image/jpeg	48952	55	55	No	No
00400058	jpg	Simple	Real	Neutral	Surprise	Yes	711	568	3	image/jpeg	33757	34	34	No	No
00400059	jpg	Simple	Real	Neutral	Surprise	Yes	580	556	3	image/jpeg	34615	25	25	No	No
00400060	jpg	Simple	Real	Neutral	Surprise	Yes	718	500	3	image/jpeg	35363	38	38	Yes	No
00500001	webp	Simple	Real	Negative	Fear	No	552	557	3	image/webp	25182	112	124	No	No
00500002	jpeg	Simple	Real	Neutral	Sadness	No	1920	2083	3	image/jpeg	929788	104	107	No	No
00500003	png	Simple	Real	Neutral	Surprise	Yes	720	836	3	image/png	922652	62	68	No	No
00500004	png	Simple	Real	Negative	Fear	No	720	1001	3	image/png	733513	70	75	No	No
00500005	png	Simple	Fake	Negative	Anger	Yes	956	1792	3	image/png	1817981	26	26	Yes	No
00500006	jpg	Combination	Real	Positive	Joy	No	1024	919	3	image/jpeg	74337	21	23	No	Yes
00500007	png	Combination	Real	Positive	Joy	No	851	820	3	image/png	643375	27	27	No	No
00500008	png	Simple	Real	Negative	Sadness	No	513	486	3	image/png	269465	36	42	Yes	No
00500009	jpg	Simple	Fake	Positive	Surprise	Yes	1080	1259	3	image/jpeg	100599	50	53	No	No
00500010	jpg	Combination	Real	Neutral	Surprise	No	620	480	3	image/jpeg	25822	27	29	Yes	No
00500011	jpeg	Simple	Fake	Neutral	Joy	No	960	960	3	image/jpeg	75082	9	9	No	No
00500012	jpg	Simple	Fake	Negative	Anger	Yes	913	1270	3	image/jpeg	56115	81	81	No	No
00500013	jpg	Simple	Real	Negative	Sadness	No	1200	873	3	image/jpeg	304420	32	35	No	No
00500014	jpg	Simple	Real	Negative	Sadness	No	960	698	3	image/jpeg	66897	55	57	No	No
00500015	jpg	Combination	Real	Negative	Sadness	No	3839	3166	3	image/jpeg	860749	59	59	No	No
00500016	jpg	Combination	Real	Negative	Anger	Yes	1079	1356	3	image/jpeg	100154	77	78	No	No
00500017	jpg	Simple	Real	Neutral	Surprise	No	1080	1013	3	image/jpeg	87399	75	78	No	No
00500018	png	Simple	Real	Negative	Anger	No	847	960	3	image/png	669478	96	100	No	No
00500019	jpg	Simple	Fake	Neutral	Sadness	No	600	619	3	image/jpeg	51490	36	38	No	No
00500020	jpg	Simple	Real	Neutral	Surprise	No	587	610	3	image/jpeg	46936	98	98	No	No
00500021	jpg	Simple	Fake	Negative	Sadness	No	1058	932	3	image/jpeg	32759	13	13	No	No
00500022	jpg	Simple	Fake	Negative	Fear	No	960	796	3	image/jpeg	70961	33	33	No	Yes
00500023	jpeg	Combination	Fake	Negative	Sadness	Yes	1080	1101	3	image/jpeg	141708	27	30	No	No
00500024	jpg	Combination	Fake	Negative	Sadness	No	500	668	3	image/jpeg	69245	63	63	Yes	No
00500025	jpg	Simple	Real	Neutral	Surprise	No	843	850	3	image/jpeg	90347	41	43	Yes	No
00500026	jpg	Simple	Real	Negative	Anger	No	320	293	3	image/jpeg	10710	24	27	No	No
00500027	jpg	Simple	Fake	Neutral	Anger	No	736	915	3	image/jpeg	54906	10	10	No	Yes
00500028	jpg	Simple	Fake	Neutral	Surprise	No	564	645	3	image/jpeg	44216	68	71	No	No
00500029	jpg	Combination	Fake	Negative	Fear	No	478	477	3	image/jpeg	14667	23	24	Yes	No
00500030	jpg	Simple	Real	Positive	Joy	No	480	484	3	image/jpeg	19255	23	25	No	No
00500031	jpg	Combination	Real	Neutral	Fear	No	582	567	3	image/jpeg	46903	34	38	No	No
00500032	jpg	Combination	Real	Neutral	Surprise	No	480	679	3	image/jpeg	35771	43	44	No	No
00500033	jpg	Simple	Real	Positive	Joy	No	480	406	3	image/jpeg	26658	19	20	No	No
00500034	jpg	Simple	Real	Neutral	Surprise	No	736	910	3	image/jpeg	68920	51	52	No	No
00500035	jpg	Simple	Real	Positive	Love	No	735	685	3	image/jpeg	66199	21	21	No	Yes
00500036	jpg	Simple	Fake	Negative	Sadness	No	512	365	3	image/jpeg	20872	9	9	Yes	No
00500037	jpg	Simple	Real	Positive	Joy	No	480	286	3	image/jpeg	16693	41	41	No	No
00500038	jpg	Simple	Real	Neutral	Surprise	No	720	405	3	image/jpeg	23244	16	17	Yes	No
00500039	jpg	Simple	Real	Positive	Joy	Yes	540	540	3	image/jpeg	33332	9	9	No	No
00500040	jpg	Simple	Real	Negative	Fear	No	720	1072	3	image/jpeg	51782	39	39	Yes	No
00500041	jpg	Simple	Real	Neutral	Sadness	No	420	360	3	image/jpeg	17356	17	17	Yes	No
00500042	jpg	Simple	Fake	Neutral	Surprise	No	720	732	3	image/jpeg	55096	18	18	No	No
00500043	jpg	Simple	Real	Positive	Joy	No	640	885	3	image/jpeg	77947	33	37	Yes	No
00500044	jpg	Simple	Real	Neutral	Surprise	No	735	929	3	image/jpeg	158298	21	23	Yes	No
00500045	jpg	Simple	Real	Neutral	Fear	No	640	641	3	image/jpeg	44020	49	52	No	No
00500046	jpg	Simple	Fake	Positive	Joy	No	480	673	3	image/jpeg	77808	21	21	Yes	No
00500047	jpg	Simple	Real	Negative	Fear	No	720	720	3	image/jpeg	50747	11	11	Yes	No
00500048	jpg	Simple	Real	Neutral	Surprise	No	536	570	3	image/jpeg	30147	23	23	Yes	No
00500049	jpg	Simple	Real	Neutral	Surprise	No	736	736	3	image/jpeg	48991	62	62	No	No
00500050	jpg	Simple	Real	Negative	Surprise	No	1080	1343	3	image/jpeg	103733	39	39	No	No
00500051	jpg	Combination	Real	Neutral	Surprise	No	945	1081	3	image/jpeg	101301	76	81	No	No
00500052	jpg	Simple	Fake	Neutral	Fear	No	720	720	3	image/jpeg	33761	48	52	No	No
00500053	jpg	Simple	Real	Negative	Anger	No	945	913	3	image/jpeg	68127	56	60	No	Yes
00500054	jpg	Simple	Real	Neutral	Surprise	No	806	1047	3	image/jpeg	72176	52	52	No	Yes
00500055	jpg	Simple	Real	Neutral	Fear	No	815	1179	3	image/jpeg	92651	107	108	No	No
00500056	jpg	Combination	Fake	Neutral	Sadness	No	1079	1110	3	image/jpeg	122120	68	74	No	No
00500057	jpg	Simple	Real	Negative	Anger	No	1079	882	3	image/jpeg	94331	73	75	No	No
00500058	jpg	Simple	Real	Neutral	Surprise	No	750	742	3	image/jpeg	57998	26	29	Yes	No
00500059	jpg	Simple	Fake	Negative	Sadness	No	1080	1111	3	image/jpeg	63248	45	46	No	No
00500060	jpg	Simple	Fake	Negative	Sadness	No	619	576	3	image/jpeg	30205	58	59	No	No
00500061	jpg	Combination	Real	Neutral	Anger	No	786	659	3	image/jpeg	45173	64	68	No	No
00500062	jpg	Simple	Fake	Negative	Anger	Yes	1080	810	3	image/jpeg	106799	30	33	No	Yes
00500063	jpg	Combination	Real	Negative	Fear	No	778	960	3	image/jpeg	72069	41	43	No	No
00500064	jpg	Simple	Real	Neutral	Fear	No	604	680	3	image/jpeg	38357	54	58	Yes	No
00500065	jpg	Simple	Real	Neutral	Joy	No	945	771	3	image/jpeg	99755	35	37	Yes	No
00500066	jpg	Simple	Real	Neutral	Sadness	No	820	960	3	image/jpeg	53838	46	48	No	No
00500067	jpg	Simple	Real	Neutral	Surprise	No	720	657	3	image/jpeg	57734	40	43	No	No
00500068	jpg	Combination	Fake	Neutral	Fear	No	945	1654	3	image/jpeg	133052	74	75	No	No
00500069	jpg	Simple	Real	Negative	Sadness	No	720	559	3	image/jpeg	35080	32	35	No	No
00500070	jpg	Simple	Real	Positive	Love	No	1080	850	3	image/jpeg	60992	56	58	No	No
00500071	jpg	Simple	Fake	Positive	Joy	No	792	938	3	image/jpeg	55213	70	73	No	No
00500072	jpg	Simple	Real	Negative	Anger	No	720	618	3	image/jpeg	28618	38	42	No	No
00500073	jpg	Combination	Real	Neutral	Surprise	No	720	689	3	image/jpeg	70952	49	52	No	No
00500074	jpg	Simple	Real	Neutral	Sadness	No	1020	868	3	image/jpeg	87209	61	67	No	No
00500075	png	Simple	Real	Negative	Sadness	No	1508	1292	3	image/png	1475862	102	107	No	No
00500076	png	Combination	Real	Neutral	Surprise	No	1504	1504	3	image/png	3217255	40	40	Yes	No
00500077	png	Simple	Real	Negative	Sadness	No	1334	1384	3	image/png	1537579	63	67	No	No
00500078	png	Simple	Real	Neutral	Anger	No	1504	1302	3	image/png	1802797	35	39	No	No
00500079	png	Simple	Fake	Negative	Sadness	No	1500	1470	3	image/png	1540010	64	65	No	No
00500080	png	Simple	Real	Neutral	Surprise	No	1502	1500	3	image/png	1883203	29	32	No	Yes
00500081	png	Simple	Real	Negative	Sadness	No	1504	1496	3	image/png	1927191	29	32	No	No
00500082	png	Simple	Real	Neutral	Surprise	No	1300	1496	3	image/png	2176685	41	43	No	No
00500083	png	Simple	Real	Neutral	Fear	No	1502	1492	3	image/png	2074603	48	53	No	No
00500084	png	Simple	Real	Neutral	Surprise	No	1502	1082	3	image/png	1812860	58	62	No	No
00500085	png	Simple	Real	Positive	Joy	No	1196	1492	3	image/png	1475443	94	97	No	No
00500086	png	Simple	Real	Positive	Love	No	1334	1504	3	image/png	3002222	29	29	No	No
00500087	png	Simple	Real	Neutral	Fear	No	1464	1366	3	image/png	1627216	50	54	No	Yes
00500088	png	Simple	Fake	Negative	Fear	No	1498	1470	3	image/png	1681944	59	63	No	No
00500089	png	Combination	Fake	Neutral	Sadness	No	1202	1498	3	image/png	2114675	79	84	No	No
00500090	png	Simple	Fake	Neutral	Love	No	1502	1482	3	image/png	2281766	33	33	Yes	No
00500091	png	Simple	Real	Negative	Sadness	No	1302	1498	3	image/png	3070529	51	52	No	Yes
00500092	png	Simple	Real	Negative	Fear	No	1060	1484	3	image/png	2098889	19	20	No	No
00500093	png	Simple	Real	Positive	Surprise	No	1502	1376	3	image/png	2188776	26	26	Yes	No
00500094	png	Simple	Fake	Neutral	Surprise	No	1350	1408	3	image/png	2359557	24	24	No	No
00500095	png	Simple	Fake	Neutral	Surprise	No	1494	1442	3	image/png	2596727	8	8	No	No
00500096	png	Simple	Real	Negative	Sadness	No	1488	1446	3	image/png	1635142	68	69	Yes	No
00500097	png	Combination	Fake	Positive	Love	No	1500	1000	3	image/png	2465886	5	5	No	No
00500098	png	Simple	Real	Neutral	Love	No	1238	1498	3	image/png	2235587	66	70	Yes	No
00500099	png	Simple	Real	Positive	Love	No	1498	1370	3	image/png	2162526	37	37	No	Yes
