,ID,Text,Extension,Complexity,Real_Fake,Sentiment1,Sentiment2,Political,Width,Height,Channels,Mime,ImageFileSize,TextSizeChar,TextSizeBytes,TextUppercase,TextLowercase
218,300019,"Iubit, ti-am făcut programare la solar!",jpg,Simple,Real,Positive,Surprise,No,800,600,3,image/jpeg,70711,39,40,No,No
219,300020,Cand ai nevoie de psiholog dar decizi sa te tratezi singura!,jpg,Simple,Fake,Negative,Sadness,No,720,627,3,image/jpeg,34343,60,60,No,No
220,300021,Ce aveti fără zahăr și să nu îngrașe? Șervețele!,jpg,Simple,Real,Positive,Surprise,No,476,476,3,image/jpeg,28443,48,57,No,No
221,300022,Putina lume stie ca buzunarul cel mic de la blugi este pentru salariu,jpg,Simple,Real,Negative,Sadness,Yes,526,526,3,image/jpeg,59138,69,69,No,No
222,300023,Nu prea cred in cuvinte... pentru ca in ziua de astazi nimeni nu mai spune ce simte!,jpg,Simple,Real,Neutral,Sadness,Yes,541,401,3,image/jpeg,32342,84,84,No,No
223,300024,Un țăran avea o iapă. Până i-au furat-o TÂGANII !!! SFÂRȘIT!,jpg,Combination,Real,Negative,Surprise,Yes,392,608,3,image/jpeg,99211,60,68,No,No
224,300025,După ce bați un tâgan...,jpg,Simple,Real,Negative,Fear,No,431,480,3,image/jpeg,35302,24,27,No,No
225,300026,"""Banii nu te schimbă pe tine, schimbă oamenii din jurul tău.""",jpg,Simple,Real,Negative,Sadness,No,500,212,3,image/jpeg,15912,61,64,No,No
226,300027,In Canada folosesc abtibilduri pentru a reduce viteza masinilor. In Romnia folosec versiunea in 3D!,jpg,Combination,Real,Negative,Sadness,Yes,620,437,3,image/jpeg,44754,99,99,No,No
227,300028,"Tati, eu de unde vine? Pai eu impreuna cu mama ta, te-am gasit pe google si te-am downloadat",jpg,Simple,Real,Positive,Love,No,561,560,3,image/jpeg,21323,92,92,No,No
228,300029,"vând cozonac IKEA, trebuie doar montat! Rogseriozitate!",jpg,Simple,Real,Positive,Surprise,No,768,960,3,image/jpeg,71104,55,56,No,No
229,300030,Babele din România Babele din Europa,jpg,Combination,Real,Negative,Sadness,No,720,1018,3,image/jpeg,65859,36,37,No,No
230,300031,"Ce-ar fi dacă, de mâine, am încerca să mâncăm sănătos? Ai înebunit?!? Acum, când avem nevoie de toți conservanții...",jpg,Simple,Real,Positive,Surprise,No,853,960,3,image/jpeg,97011,116,128,No,No
231,300032,Il omor sau nu? NU DA Voi alegeti :)),jpg,Combination,Fake,Neutral,Joy,Yes,767,767,3,image/jpeg,44271,37,37,No,No
232,300033,pe cine il alegi? comm cu:* comm cu :X,jpg,Combination,Fake,Neutral,Surprise,Yes,403,275,3,image/jpeg,16722,38,38,No,No
233,300034,Sa nu il scapi e scump! Sa nu il scapi gresia e scumpa!,jpg,Combination,Fake,Neutral,Fear,No,800,532,3,image/jpeg,57306,55,55,No,No
234,300035,Cand sunt plictisit nimeni nu-mi trimite mesaje.. Cand sunt ocupatbrusc devin cel mai popular om din lume!,png,Combination,Fake,Negative,Sadness,No,549,360,3,image/png,102035,106,106,No,No
235,300036,"Esti SPECIAL! DA, TU! Cel care citeste!",jpg,Simple,Real,Positive,Joy,No,620,607,3,image/jpeg,44665,39,39,No,No
236,300037,"-STAI, MĂRIE, CĂ NU-ȚI FAC NIMIC! - PĂI, DACĂ NU ÎMI FACI NIMIC, DE CE SĂ STAU?",jpg,Simple,Fake,Neutral,Surprise,No,668,720,3,image/jpeg,114191,79,86,Yes,No
237,300038,Toți merităm respect!,jpg,Simple,Real,Positive,Joy,No,500,333,3,image/jpeg,25413,21,23,No,No
238,300039,Mâine-i luni!,jpg,Simple,Fake,Negative,Sadness,No,480,353,3,image/jpeg,16339,13,14,No,No
239,300040,CE ITI PLACE SA BEI Bere LAPTE!!! LAPTE!!!,jpg,Combination,Real,Positive,Surprise,No,259,461,3,image/jpeg,26050,42,42,No,No
240,300041,"Cum e, ma, sa fi insurat? Super tare! masimt de parca as avea iarasi 16 ani! Adica? Fumez in toaleta, beau pe ascuns..",jpg,Combination,Fake,Negative,Anger,No,752,960,3,image/jpeg,82146,118,118,No,No
241,300042,"CIOLOȘ! CIOLOȘ, IEȘI MĂ! TE-A NOMINALIZAT IOHANIS.",jpg,Simple,Real,Neutral,Surprise,Yes,960,540,3,image/jpeg,127574,50,54,Yes,No
242,300043,JE SUIS BĂIATU DE LA USR CU CASCADA MINIMALISTĂ.,jpg,Simple,Real,Neutral,Surprise,Yes,1012,925,3,image/jpeg,118768,48,50,Yes,No
243,300044,Uniunea Șobolănim* România UȘR,jpg,Simple,Fake,Neutral,Sadness,Yes,960,839,3,image/jpeg,37194,30,34,No,No
244,300045,Când ai votat cu USR și tre' să te prefaci că e totul o.k.,jpg,Simple,Real,Negative,Sadness,Yes,1080,1350,3,image/jpeg,110281,58,62,No,No
245,300046,Adoptă o căpușă! O campanie PNL USRPLUS pentru București USRPLUS,jpg,Simple,Real,Negative,Surprise,Yes,1080,1080,3,image/jpeg,224401,64,69,No,No
246,300047,Adoptă un șobolan! O campanie PNL USRPLUS pentru București USRPLUS,jpg,Simple,Real,Negative,Surprise,Yes,1080,1080,3,image/jpeg,253330,66,69,No,No
247,300048,Adoptă o groapă! O campanie PNL USRPLUS pentru București USRPLUS,jpg,Simple,Real,Negative,Surprise,Yes,1080,1080,3,image/jpeg,165028,64,67,No,No
248,300049,Adoptă un țânțar! O campanie PNL USRPLUS pentru București USRPLUS,jpg,Simple,Real,Negative,Surprise,Yes,1080,1080,3,image/jpeg,273520,65,70,No,No
249,300050,PNL USR PLUS UDMR,jpg,Combination,Real,Negative,Surprise,Yes,574,751,3,image/jpeg,116313,17,17,Yes,No
250,300051,Se unde știu că demiterea lui VeVe o măsură bună? Fiindcă deranjează. PROFU' de sănătate publică,jpg,Simple,Real,Positive,Joy,Yes,720,466,3,image/jpeg,41974,96,106,No,No
251,300052,Gaura din buget Florin Cîțu Parlamentul Eliminarea gratuității la tren pentru studenți,jpg,Simple,DeepFake,Negative,Anger,Yes,1026,1418,3,image/jpeg,173425,86,91,No,No
252,300053,"Revoluție, mineriadă, Roșia Montana, Colectiv, OUG 13 Burgeri moca și bilete gratuite de tren",jpg,Combination,Fake,Negative,Surprise,Yes,1024,789,3,image/jpeg,45601,93,97,No,No
253,300054,"ALO, DISPECERATUL? VĂ ROG AJUTAȚI-MĂ, MI-A INTRAT APA ÎN CASĂ ĂĂĂ... PLATĂ SAU MINERALĂ?",jpg,Simple,Real,Negative,Sadness,No,748,500,3,image/jpeg,67631,88,98,Yes,No
254,300055,"NU ȘTIE NICI MĂCAR SĂ CALCULEZE DEBITUL UNUI RÂU! BOSS, SUNTEM AICI SĂ FURĂM, NU SĂ CALCULĂM!",jpg,Combination,Fake,Negative,Surprise,Yes,744,500,3,image/jpeg,46543,93,101,Yes,No
255,300056,REVOLUȚIA BUNEI GUVERNĂRI! PNL USR +PLUS,jpg,Simple,Real,Negative,Sadness,Yes,1440,898,3,image/jpeg,140726,40,42,Yes,No
256,300057,"Spune-mi lucruri murdare! București, Sector 1",jpg,Simple,Fake,Neutral,Love,Yes,710,668,3,image/jpeg,41506,45,46,No,No
257,300058,FLORIN CÎȚU FUNCȚIA DE PREMIER LUDOVIC ORBAN FUNCȚIA DE PREMIER,jpg,Combination,Fake,Negative,Joy,Yes,761,1024,3,image/jpeg,59051,63,67,Yes,No
258,300059,Iohanis Ciolos Orban Barna Kelemen hunor,jpg,Simple,Real,Negative,Anger,Yes,681,960,3,image/jpeg,63852,40,40,No,No
259,300060,CÂND VREI SĂ FACI DECLARAȚIE DE DRAGOSTE DAR AI PIERDUT INELUL ÎN SACII DE VOT,jpg,Simple,Real,Neutral,Anger,Yes,814,570,3,image/jpeg,70301,78,82,Yes,No
260,300061,CÂND TE ÎNTREABĂ PRESA DE PNL,jpg,Simple,Fake,Negative,Fear,Yes,824,669,3,image/jpeg,67217,29,32,Yes,No
261,300062,"MINISTRA ÎNVĂȚĂMÂNTULUI: ""NICIO ȘCOALĂ FĂRĂ PEPSIGLASS PE BĂNCI!""",jpg,Simple,Fake,Neutral,Sadness,Yes,750,750,3,image/jpeg,34586,65,75,Yes,No
262,300063,ROM\NII PNL BANII PUBLICI,jpg,Simple,Real,Positive,Sadness,Yes,842,864,3,image/jpeg,62376,25,25,Yes,No
263,300064,PNL Economia României 04.11.2019 - 04.05.2020 imminvest,jpg,Simple,Real,Neutral,Sadness,Yes,942,960,3,image/jpeg,162050,55,56,No,No
264,300065,PNL în opoziție PNL la guvernare,jpg,Combination,Fake,Negative,Joy,Yes,500,618,3,image/jpeg,33947,32,34,No,No
265,300066,PSD PSD PSD Razand biciuim moravurile,jpg,Simple,Fake,Neutral,Sadness,Yes,700,770,3,image/jpeg,57922,37,37,No,No
266,300067,60 De pruna,jpg,Simple,Fake,Neutral,Joy,Yes,960,619,3,image/jpeg,44716,11,11,No,No
267,300068,Camera Deputaților a aprobat tacit autonomia Ținutului Secuiesc Legea pică în Senat Și oricum e neconstituțională Români mândri,jpg,Simple,Fake,Positive,Joy,Yes,720,588,3,image/jpeg,64726,127,136,No,No
268,300069,"Când vrei să mergi în vacanță, dar e pandemie de coronavirus",jpg,Simple,Fake,Negative,Sadness,Yes,785,810,3,image/jpeg,57313,60,65,No,No
269,300070,NU TE SUPĂRA FRATE!,jpg,Simple,Fake,Negative,Sadness,Yes,540,557,3,image/jpeg,33358,19,20,Yes,No
270,300071,PNL Nicușor Dan,jpg,Simple,Real,Neutral,Surprise,Yes,678,612,3,image/jpeg,37156,15,16,No,No
271,300072,- Si una de jale,jpg,Simple,Fake,Neutral,Sadness,Yes,960,960,3,image/jpeg,75091,16,16,No,No
272,300073,TREI PAHARE LA BĂIATU' ȘI PLEC #memepolitice CAMERA DEPUTAȚILOR,jpg,Simple,Real,Positive,Joy,Yes,680,510,3,image/jpeg,57630,63,66,No,No
273,300074,Guvernul PNL,jpg,Simple,Real,Positive,Joy,Yes,1080,720,3,image/jpeg,43675,12,12,No,No
274,300075,CE FACEȚI AICI? DĂM ORDONANȚE!,jpg,Simple,Fake,Positive,Surprise,Yes,573,574,3,image/jpeg,26100,30,33,Yes,No
275,300076,AM GĂSIT 23 DE ORDONANȚE LA PENELEU,jpg,Simple,Real,Neutral,Surprise,Yes,480,360,3,image/jpeg,60957,35,37,Yes,No
276,300077,"Câinele meu, când vede un chinez pe stradă - Ori îmi dă viruși, ori mă mănâncă",jpg,Simple,Real,Negative,Fear,Yes,720,611,3,image/jpeg,36009,78,88,No,No
277,300078,Astăzi vin doi srilankezi Mâine vin șapte srilankezi Poimâine vor autonomie!,jpg,Combination,Real,Negative,Surprise,Yes,870,960,3,image/jpeg,74001,76,80,No,No
278,300079,SPITAL DIN ROMANIA ACINETOBACTER E. COLI PIOCIANIC ENTEROCOCCUS CORONAVIRUS ASTAFILOCOC AURIU,jpg,Simple,Real,Negative,Sadness,Yes,1024,666,3,image/jpeg,81305,93,93,Yes,No
279,300080,LINKEDIN FACEBOOK INSTAGRAM TINDER,jpg,Combination,Real,Neutral,Fear,Yes,1080,1080,3,image/jpeg,131368,34,34,Yes,No
280,300081,FACEBOOK Linkedin Instagram Tinder,jpg,Combination,Real,Positive,Joy,Yes,1080,1272,3,image/jpeg,164718,34,34,No,No
281,300082,2020 2030,jpg,Combination,DeepFake,Neutral,Joy,Yes,524,483,3,image/jpeg,25499,9,9,Yes,Yes
282,300083,"Cand esti IT-ist, votezi pnl si iti dai seama ca o sa iti puna impozit pe venit",jpg,Simple,Real,Negative,Sadness,Yes,752,785,3,image/jpeg,66174,79,79,No,No
283,300084,pnl veniturile IT-istilor,jpg,Simple,Real,Negative,Sadness,Yes,800,500,3,image/jpeg,28849,25,25,No,No
284,300085,nimeni: nimic ludovic orban: sa impozitam IT-istii,jpg,Simple,Fake,Negative,Anger,Yes,664,374,3,image/jpeg,21983,50,50,No,No
285,300086,"pnl, imediat dupa ce castiga alegerile si impoziteaza veniturile IT-stilor",jpg,Simple,Real,Positive,Joy,Yes,913,913,3,image/jpeg,54210,74,74,No,No
286,300087,Cine suntem noi? pnl Ce vrem noi? sa impozitam IT-istii Când vrem? ACUM!,jpg,Combination,Fake,Positive,Joy,Yes,610,642,3,image/jpeg,49417,72,73,No,No
287,300088,NU-I MOMENTU' ACUUUUUUM,jpg,Simple,Real,Negative,Surprise,No,511,669,3,image/jpeg,23600,23,23,Yes,No
288,300089,Antrenorii de fitness în luna ianuarie 2020 be like:,jpg,Simple,Fake,Positive,Joy,No,959,915,3,image/jpeg,289378,52,53,No,No
289,300090,ROBU aflând ca DNA îl trimite în judecată #memepolitice,jpg,Simple,Fake,Negative,Sadness,Yes,352,352,3,image/jpeg,27068,55,59,No,No
290,300091,Se înființează de urgență Uniunea Salvați USR! Little Yoda to the rescue! #memepolitice,jpg,Simple,Fake,Neutral,Surprise,Yes,900,866,3,image/jpeg,139289,87,93,No,No
291,300092,"Toată lumea: Predoiule, anulează recursul compensatoriu!!Predoiu: NO #memepolitice",jpg,Simple,Fake,Positive,Joy,Yes,900,1000,3,image/jpeg,115289,82,84,No,No
292,300093,"Toată lumea: PSD-ule, scapa de baroni,Tutankhamoni, reformează-te!! PSD: NO #memepolitice",jpg,Simple,Fake,Positive,Joy,Yes,900,1000,3,image/jpeg,120239,89,91,No,No
293,300094,GUVERN PNL Relații Pile #memepolitice,jpg,Simple,Fake,Positive,Joy,Yes,548,643,3,image/jpeg,97875,37,38,No,No
294,300095,DIMINEAȚA ESTE MAI FRIG PENTRU CĂ... AERUL A STAT AFARĂ TOATĂ NOAPTEA,jpg,Simple,Real,Positive,Surprise,Yes,720,739,3,image/jpeg,43533,69,73,Yes,No
295,300096,"Ce capitală are Marea Britanie? Mă ia de proastă! Ce, eu nu știu că mările nu au capitală?",jpg,Simple,Real,Neutral,Surprise,Yes,563,391,3,image/jpeg,30974,90,97,No,No
296,300097,"Manualele școlare este un subiect intens! Valentin Popa min, Educației. Manualele sunt! Băă! Oligofrenule! Valentinee! Ăștia este proști! Ai un 10 la mine cât toate degetele de la o mână!",jpg,Combination,Real,Negative,Anger,Yes,564,843,3,image/jpeg,74726,187,197,No,No
297,300098,IOHANIS Dezbinarea-i arma mea.. EU SUNT PRINCIPALUL PERICOL PENTRU ROMANIA!,jpg,Simple,Real,Neutral,Joy,Yes,409,640,3,image/jpeg,46423,75,75,No,No
298,300099,ȘTII BANCUL CU DRAGNEA? NU GRAG NE-AR FI SĂ TE VEDEM ÎN PUȘCĂRIE,jpg,Combination,Real,Positive,Joy,Yes,564,929,3,image/jpeg,57184,64,69,Yes,No
299,300100,Sper sa-i placa lu' Liviu cadoul moșului...,jpg,Simple,Fake,Neutral,Surprise,Yes,441,440,3,image/jpeg,39305,43,44,No,No
300,300101,AVETI SUGURANTA ZILEI DE MAINE? NU NU NU DA,jpg,Combination,Real,Negative,Sadness,Yes,564,841,3,image/jpeg,84248,43,43,Yes,No
301,300102,"Dupa ce fac praf justitia ma iau si de Dumnezeu. Ce-i cu porunca asta ""sa nu furi""?",jpg,Simple,Real,Neutral,Surprise,Yes,552,782,3,image/jpeg,30690,83,83,No,No
302,300103,"Iliescu explica cum a pacalit moartea: ""De 25 de ani ma cauta doar la puscarie si eu sunt acasa""",jpg,Simple,Real,Positive,Joy,Yes,564,705,3,image/jpeg,46971,96,96,No,No
303,400001,"""It's over Anakin, I have the playgroud""",jpg,Simple,Real,Positive,Joy,No,800,420,3,image/jpeg,79741,40,40,No,No
304,400002,Santa Claus il scoate din maneca pe Mos Nicolae,jpg,Simple,Fake,Positive,Surprise,Yes,700,450,3,image/jpeg,62636,47,47,No,No
305,400003,UNA TUTA LEI,jpg,Simple,DeepFake,Neutral,Surprise,Yes,600,670,3,image/jpeg,109949,12,12,Yes,No
306,400004,my reaction to everything,jpg,Simple,Real,Negative,Sadness,No,436,445,3,image/jpeg,26203,25,25,No,Yes
307,400005,Decat nota!,jpg,Simple,Real,Neutral,Joy,Yes,780,440,3,image/jpeg,72430,11,11,No,No
308,400006,"Eu, uitandu-ma pe ultimile sondaje politice din Romania",jpg,Simple,Fake,Negative,Anger,Yes,567,504,3,image/jpeg,47183,55,55,No,No
309,400007,Spune-i mosului o poezie,jpg,Simple,Fake,Neutral,Love,Yes,580,674,3,image/jpeg,57340,24,24,No,No
310,400008,Cum se uita un sofer de BMW la olinia de tramvai libera,jpg,Simple,Real,Positive,Joy,No,518,487,3,image/jpeg,36370,55,55,No,No
311,400009,Asta inseamna sa fii mafiot,jpg,Simple,Real,Positive,Surprise,No,643,524,3,image/jpeg,46697,27,27,No,No
312,400010,"Si, ce abilitati aveti ?",jpg,Combination,Real,Neutral,Surprise,No,600,809,3,image/jpeg,53425,24,24,No,No
313,400011,Am scapat la mustata,jpg,Simple,Real,Positive,Joy,Yes,800,450,3,image/jpeg,41308,20,20,No,No
314,400012,Aria cercului raza la patrat,jpg,Simple,Real,Positive,Joy,No,728,410,3,image/jpeg,131910,28,28,No,No
315,400013,"Succes, Joe Biden!",jpeg,Simple,Real,Neutral,Sadness,Yes,1703,1285,3,image/jpeg,204436,18,18,No,No
316,400014,De la putere la decadere,jpg,Combination,Fake,Neutral,Fear,Yes,723,714,3,image/jpeg,125961,24,24,No,No
317,400015,Vrei ceva de la mega ?,jpeg,Simple,Fake,Neutral,Surprise,No,512,276,3,image/jpeg,34037,22,22,No,No
318,400016,BREXIT,jpg,Simple,Fake,Negative,Anger,Yes,616,444,3,image/jpeg,22551,6,6,Yes,No
319,400017,Am injurat 100 de romani,jpg,Simple,Real,Positive,Joy,No,920,396,3,image/jpeg,28883,24,24,No,No
320,400018,"Steagul oficial, al anului 2020!",jpg,Simple,Real,Negative,Anger,No,701,599,3,image/jpeg,42554,32,32,No,No
321,400019,YOU WILL REGRET WALKING ME UP!,jpg,Simple,Real,Negative,Anger,No,274,194,3,image/jpeg,18509,30,30,Yes,No
322,400020,The Trollfather,jpg,Simple,Fake,Negative,Surprise,No,276,195,3,image/jpeg,8132,15,15,No,No
323,400021,Cateodata beau un pahar cu apa,jpg,Simple,Real,Positive,Joy,No,513,491,3,image/jpeg,53963,30,30,No,No
324,400022,CUM SUNT UNI Pe Internet .... in realitate,jpg,Combination,Real,Neutral,Surprise,No,519,730,3,image/jpeg,58186,42,42,No,No
325,400023,AM RAS,jpg,Simple,Real,Positive,Joy,No,513,654,3,image/jpeg,69177,6,6,Yes,No
326,400024,Uniunea Sobolanim Romania,jpg,Simple,Fake,Negative,Anger,Yes,600,524,3,image/jpeg,24483,25,25,No,No
327,400025,"Si, uitati, atat va face PSD-ul coada vulpii!",jpg,Simple,Fake,Neutral,Surprise,Yes,646,363,3,image/jpeg,33111,45,45,No,No
328,400026,"Doamna de fier ureaza Romaniei un calduros ""LAMULTEAN!""",jpg,Simple,Fake,Negative,Joy,Yes,542,686,3,image/jpeg,55906,55,55,No,No
329,400027,Miau...taiat-o!,jpg,Simple,Fake,Negative,Sadness,Yes,643,513,3,image/jpeg,58009,15,15,No,No
330,400028,GATA CU DROGURILE !,jpg,Simple,Real,Negative,Anger,Yes,743,894,3,image/jpeg,60391,19,19,Yes,No
331,400029,guvern protestatari jandarmi,jpg,Simple,Real,Positive,Joy,Yes,847,564,3,image/jpeg,64672,28,28,No,Yes
332,400030,FANII ROMANIEI ASTEPTAND UN GOL CU LICHTENSTEIN,jpg,Simple,Fake,Negative,Sadness,No,800,1016,3,image/jpeg,198357,47,47,Yes,No
333,400031,ROMANIA IN PRELIMINARII  ROMANIA IN AMICALE,jpg,Combination,Fake,Negative,Sadness,No,800,523,3,image/jpeg,52233,43,43,Yes,No
334,400032,"TATI, CE INSEAMNA SA DAI GOL? NU STIU FIULE, SUNTEM FANI ROMANIA",jpg,Combination,Real,Negative,Sadness,No,800,1120,3,image/jpeg,168528,64,64,Yes,No
335,400033,SI VREI SA SPUI CA ROMANIA A TERMINAT PE PRIMUL LOC IN PRELIMINARII?,jpg,Simple,Real,Negative,Anger,No,800,797,3,image/jpeg,135569,68,68,Yes,No
336,400034,ECHIPA NATIONALA,jpg,Simple,Fake,Negative,Surprise,Yes,800,1071,3,image/jpeg,208820,16,16,Yes,No
337,400035,"LASA-L PE AVARII, BOSS, CA NU STAM MULT",jpg,Simple,Real,Negative,Sadness,No,800,690,3,image/jpeg,153464,39,39,Yes,No
338,400036,Minutul 70...coafura rezista!,jpg,Simple,Real,Negative,Sadness,No,800,532,3,image/jpeg,83050,29,29,No,No
